date,symbol,open,high,low,close,volume,RSI,SMA_50,pct_change,rsi_slope,nifty_pct,nifty_rsi,nifty_trend,usd_change,oil_change,sp500_change,daily_sentiment
2024-03-27,BEL,197.9019910635288,201.81055236728878,195.92297115289352,197.35775756835938,37817130,55.97828166884255,189.68444061279294,0.00025071929059894416,0.04394219855904424,0.005405716783151604,56.299246488608944,0.0,-0.0008619234960582922,-0.003308064976415892,0.008630626525532925,0.0
2024-03-28,BEL,198.3967510062471,200.32629244766028,196.91248603612553,199.38626098632812,17425093,57.83506111589703,190.06728454589842,0.010278305970648827,1.8567794470544783,0.009187001078543977,61.42827135078738,0.0,0.00023397463681984476,0.022372461327128335,0.0011164855071790214,0.0
2024-04-01,BEL,202.84955709034924,210.51825985839903,201.6126695471154,208.8855743408203,45840349,65.23090688880787,190.53894226074215,0.04764276789935673,7.395845772910839,0.006050979178091831,61.42827135078738,0.0,-0.000338136809457823,0.006492736893301654,-0.0020135845401164643,0.0
2024-04-02,BEL,211.50776919196633,220.31440243111265,210.36983869545273,218.6817169189453,93873385,70.89959945805252,191.24286621093748,0.04689717137738536,5.668692569244655,-0.0003872860275131451,61.045268825871126,0.0,0.0005385844755336766,0.017202275201952055,-0.0072390590731691296,0.0
2024-04-03,BEL,219.37436687837734,223.08502942739838,216.55427240035613,219.1764678955078,47658754,71.15538181333851,191.97927764892577,0.0022624249687315245,0.25578235528598725,-0.0008306302403686683,60.28840440774182,0.0,-0.0007120854948962085,0.0032883003438559655,0.001091122364688113,0.0
2024-04-04,BEL,221.15548847829842,221.55128644503372,215.96056089659342,217.9890594482422,18279026,69.57478306492987,192.6418453979492,-0.005417590942435102,-1.580598748408633,0.003565912488363576,62.439614641914204,0.0,0.0002758837593894725,0.013578321767190316,-0.012334336350379616,0.0
2024-04-05,BEL,218.03854364054465,223.62926933441503,216.4553215349703,222.14500427246094,25365958,71.92539959613882,193.31582733154295,0.019064923876170425,2.350616531208942,-4.224679746289706e-05,62.396335534073174,0.0,0.0012533966940597718,0.003695661597790334,0.011099194174331695,0.0
2024-04-08,BEL,223.1839913832035,223.33241184894308,219.77018478266947,221.20497131347656,16422350,70.5968090273603,194.06432312011714,-0.004231618721578068,-1.328590568778523,0.006778164752814453,66.4180287172835,0.0,-0.0021682382524972343,-0.005522993173487367,-0.00037463099831791524,0.0
2024-04-09,BEL,222.44184919482814,226.49883110230996,218.8796071845631,225.75669860839844,29048035,73.18015722351787,194.86161651611326,0.020576966547788178,2.583348196157573,-0.0010390218270411866,65.25806611598556,0.0,-0.000326528653278646,-0.01388403267389926,0.0014454931932483817,0.0
2024-04-10,BEL,226.59778032146517,230.40739969823693,224.12400542712604,226.35040283203125,37218693,73.5071184597336,195.66194396972654,0.002629841007121936,0.32696123621573747,0.0049044741142307835,68.08821980744585,0.0,-0.0005440562314824593,0.011498248139624634,-0.009456980649108493,0.0
2024-04-12,BEL,228.87366392540724,232.9306458290487,228.13153143219822,231.0505828857422,57174716,76.00144949592428,196.53270050048823,0.02076506158108682,2.4943310361906725,-0.010301592814249916,68.08821980744585,0.0,-0.0007600793519184634,0.007527723409939346,-0.01455068829580164,0.0
2024-04-15,BEL,227.58729937653416,235.5033793548484,223.62925938737703,231.99061584472656,51676313,76.47843413383266,197.4811929321289,0.004068515851566756,0.4769846379083873,-0.010963897188301042,55.527409594109386,0.0,0.00314103038794733,-0.0029185149347662476,-0.01202135494776202,0.0
2024-04-16,BEL,230.06108238118685,234.46439900271622,227.58730730181924,231.00111389160156,32508661,74.79327776825048,198.44918579101562,-0.004265267151095764,-1.6851563655821877,-0.005594325260972033,51.06275282524344,0.0,-0.001257040512729457,-0.0005854472498986185,-0.0020565070133361507,0.0
2024-04-18,BEL,233.12855109889608,234.9096569363303,226.79567833685968,228.7252197265625,18623078,70.9224399445499,199.42077362060547,-0.009852308184570169,-3.870837823700583,-0.0068652458503182245,51.06275282524344,0.0,-0.0008569760890175804,0.00048374548731788813,-0.002208160119998248,0.0
2024-04-19,BEL,226.15250408763106,232.0400853223336,223.33239466575927,230.85267639160156,27227241,72.3623547314355,200.4113366699219,0.009301364613759633,1.439914786885609,0.0068717686886063944,56.377011839503254,0.0,-0.0006077355175914123,0.004955832419659689,-0.00875854812743615,0.0
2024-04-22,BEL,233.52435026042954,233.67277071474965,229.86316643287094,230.85267639160156,17549094,72.36235473143549,201.4618167114258,0.0,-1.4210854715202004e-14,0.008551965982977361,61.320150864858476,0.0,-0.0019115266003738585,-0.003488103411791066,0.008731248071466746,0.0
2024-04-23,BEL,231.7927208155401,233.62332038121454,229.31894578015545,231.8916778564453,19202860,73.11638925881876,202.50262664794926,0.0045007122338112104,0.7540345273832685,0.0014147135985376202,62.09195017080789,0.0,1.0796490006237391e-05,0.00615572897553851,0.011964576270872662,0.0
2024-04-24,BEL,232.78221656202516,236.64129934120476,231.64428615498397,234.01910400390625,33392337,74.64194854357537,203.61348876953124,0.009174223788996683,1.5255592847566106,0.0015379287654238016,62.95846291724858,0.0,-0.0012339888866889082,-0.006597925236693336,0.0002130100613548791,0.0
2024-04-25,BEL,233.92015042217716,237.53187086502012,232.9801189722156,235.10757446289062,16197834,75.41078332521946,204.68522064208983,0.004651203428956752,0.7688347816440881,0.0074969296067168845,66.9326001256788,0.0,0.0006879740757443908,0.009177661618607225,-0.004576430353515626,0.0
2024-04-26,BEL,235.9981439130841,239.11509449131412,235.4044318511713,236.44342041015625,20473627,76.3581603006875,205.85170288085934,0.005681849894957125,0.9473769754680461,-0.006663626980883297,60.656539282839944,0.0,-0.0004655050675055339,0.00335047002895017,0.01020914263474304,0.0
2024-04-29,BEL,237.63080575403808,237.68028427072082,232.3864151575819,232.93063354492188,19876408,68.84643504562813,207.06624847412107,-0.014856775710403669,-7.511725255059375,0.00996662256880243,65.7890815890558,0.0,0.0012063890628539742,-0.014549806116927466,0.0031784486665891176,0.0
2024-04-30,BEL,233.82121184875763,234.81072183110638,230.7537248639868,231.29795837402344,14514418,65.61553456194767,208.2096865844726,-0.007009276307075152,-3.2309004836804576,-0.00170251731563964,64.2322265160571,0.0,0.0005851785622481565,-0.008471462804184426,-0.01573051358686217,0.0
2024-05-02,BEL,232.23799706553532,234.90967108128362,228.32943553335497,232.2874755859375,19171145,66.63743778553547,209.2743157958984,0.004278106122812986,1.021903223587799,0.0019177127972140884,64.2322265160571,0.0,-0.0011017605325583935,-0.0006329500222508333,0.009128437077573048,0.0
2024-05-03,BEL,234.61281698212022,235.5033699044543,228.72522065552988,231.644287109375,15782582,65.27936514573662,210.24029998779292,-0.002768933085781189,-1.3580726397988485,-0.007609859296553445,56.7353665707165,0.0,-1.1891428695065542e-06,-0.01063959937124892,0.012556739721478527,0.0
2024-05-06,BEL,232.63379985676133,233.3759323338475,227.58729297308597,229.4178924560547,32422021,60.670136417722915,211.11541473388667,-0.00961126510436705,-4.609228728013704,-0.0014749338156797576,55.56387130042559,0.0,-0.000315397653049998,0.004736944612608207,0.01032612390701182,0.0
2024-05-07,BEL,230.06107927685954,233.32646535730828,223.08503062742918,225.0145721435547,26418769,52.73881552715187,211.89358947753905,-0.01919344766600306,-7.931320890571044,-0.006246985595782073,50.7876301170729,0.0,0.0011130242040673366,-0.0012742877069052971,0.0013434298232750663,0.0
2024-05-08,BEL,224.8166789737907,230.20950569376737,222.24396191866308,229.1705322265625,18952985,58.28211796280496,212.7174151611328,0.018469737508184148,5.543302435653089,0.0,50.7876301170729,0.0,-3.4731911232155355e-05,0.007782605661228903,-5.835618166138978e-06,0.0
2024-05-09,BEL,232.0400840703974,235.70126787820263,222.93659551893677,223.8271484375,35229412,50.13934521710961,213.47282745361326,-0.023316190511701196,-8.142772745695353,-0.01546911781190452,40.782727087663986,0.0,-6.708975869351708e-05,0.0034182083778075967,0.005090947698625836,0.0
2024-05-10,BEL,225.5093082718031,226.103020272621,220.80913607795213,224.71771240234375,18478580,51.35909861389829,214.12674560546873,0.003978802263535197,1.2197533967886827,0.0044494691449390444,44.13873066311285,0.0,-5.877603433246392e-05,-0.01261670417673244,0.001649398844549843,0.0
2024-05-13,BEL,226.00406983257318,226.30092584164203,218.6817021354022,222.39236450195312,32874369,48.053525144169605,214.52611267089839,-0.010347862104555516,-3.305573469728685,0.0022149680905385605,45.79298231638376,0.0,0.0007836960506215629,0.010989018488071656,-0.00024130405535727206,0.0
2024-05-14,BEL,223.38187957825616,229.46735995917084,223.38187957825616,228.52732849121094,23191411,56.084308500374554,215.0688848876953,0.02758621683346485,8.03078335620495,0.005148324587705533,49.54157683785307,0.0,-0.00023109743972349328,-0.013903008914684878,0.004837813139759728,0.0
2024-05-15,BEL,229.3684211476445,232.0400951293894,227.14202364640303,230.40740966796875,33045920,58.21617165909702,215.62756683349608,0.008226942436909024,2.1318631587224672,-0.0007786004689536163,48.987005497947386,0.0,0.00022393310402812894,0.007818516234270767,0.011715927882596233,0.0
2024-05-16,BEL,232.2874685379668,237.48239594935905,225.11352116032992,235.4044189453125,55556781,63.31372165061896,216.2802731323242,0.021687710844650043,5.097549991521937,0.009157377676264788,55.31737614440782,0.0,-0.001425963701546351,0.00763075320455453,-0.0020816677921287052,0.0
2024-05-17,BEL,238.47190566109072,247.03116096586845,235.35495525729226,245.59637451171875,82231249,71.06690715134961,217.14766418457026,0.04329551506326634,7.753185500730652,0.0027785403439750667,57.073918906032254,0.0,0.0007793581327164567,0.01047575623493291,0.0011647735102702228,0.0
2024-05-21,BEL,280.03130826405794,280.03130826405794,268.2066526029045,271.2741394042969,127035921,81.61115105507338,218.5187506103515,0.1045527033679925,10.544243903723768,0.002802051667603722,57.073918906032254,0.0,0.00017530121309539126,-0.0067669285072220475,0.002501874243978186,0.0
2024-05-22,BEL,274.094258746229,281.51558344152403,261.52747018321713,280.6250305175781,85801218,83.91067933532516,219.9979757690429,0.034470263674286405,2.299528280251778,0.0030516154749500313,59.28189811936909,0.0,2.1611199143123372e-05,-0.021322260861178277,-0.002706123039226127,0.0
2024-05-23,BEL,283.2966987502017,290.2232686971255,280.22924193166574,285.4736328125,70631009,84.9608406522634,221.55149505615228,0.017277868214318648,1.0501613169382438,0.01636661960848307,67.68091620108483,0.0,-0.0005965844054759417,-0.009024067951477588,-0.0073807894850155265,0.0
2024-05-24,BEL,284.97886339482375,296.7540256692177,282.99984351013745,294.0823669433594,63609206,86.62951943056127,223.28310546874994,0.030155969383391712,1.668678778297874,-0.0004593757337192361,67.25472163430082,0.0,0.0002318126697076206,0.01105760951932444,0.0070010425881694704,0.0
2024-05-27,BEL,298.5846476170794,300.0194492206482,286.61157037239764,291.3612365722656,49890427,83.47662939297119,224.866623840332,-0.009252953175590606,-3.1528900375900832,-0.0010737589261899938,66.20575590755584,0.0,-0.002811977998472992,0.0,0.0,0.0
2024-05-28,BEL,292.59809324011155,292.64755665676404,282.0597885127733,286.06732177734375,33893805,77.56229531298202,226.3965213012695,-0.01816959200613788,-5.914334079989175,-0.0019317094176221072,64.26588804851545,0.0,0.001125776675671153,0.027148746490105458,0.0002488018529340774,0.0
2024-05-29,BEL,282.4061647684898,290.8664938904928,282.01036678442284,289.0853576660156,31645904,78.49761426087534,228.15045410156247,0.010550089642958005,0.9353189478933217,-0.008015115627261094,56.83856309377626,0.0,0.0007312301908786178,-0.007515952152811867,-0.007367046509680453,0.0
2024-05-30,BEL,289.92642874819967,293.1917996551215,286.61156422302236,287.60107421875,42769599,76.80198509612627,230.14979248046873,-0.005134412407633682,-1.6956291647490644,-0.009515599658179275,49.57235879444127,0.0,0.0019121510810247155,-0.016660351368124715,-0.005975035585443322,0.0
2024-05-31,BEL,291.1138470438007,294.082376972062,283.2966940747543,292.8454895019531,51397345,78.56390067020669,232.15640625,0.018235033709276705,1.7619155740804189,0.0018697799732139142,50.888298999261245,0.0,-0.0005361998503509158,-0.011808570852208544,0.00802787620486467,0.0
2024-06-03,BEL,319.61171689225796,319.61171689225796,306.05541836924203,315.3073425292969,67256146,84.12519481314324,234.73846405029295,0.07670206246148781,5.561294142936546,0.03254231769535276,67.03975977228025,0.0,0.001559009460365246,-0.035978655928368686,0.0011160825806737495,0.0
2024-06-04,BEL,308.72711320492783,308.72711320492783,227.63677350946804,252.86927795410156,268052657,47.350779678237075,236.05105499267577,-0.19802286897075305,-36.774415134906164,-0.05929359941641077,40.23237755807056,0.0,-0.004282750977024019,-0.013069269802606143,0.0015028090913065117,0.0
2024-06-05,BEL,261.72535633828454,261.72535633828454,227.587266381117,257.618896484375,193487058,49.17100517677006,237.54737701416013,0.018782900669869207,1.8202254985329844,0.033624236760035675,51.397509999574034,0.0,0.006450610023598813,0.011194535082924562,0.011847649793331305,0.0
2024-06-06,BEL,264.1991533811392,278.5470474786168,264.1991533811392,270.7793884277344,95502477,53.92438449205724,239.2664831542969,0.05108511884398048,4.753379315287184,0.008888049244237806,53.92983283873004,0.0,-0.0029726844193294077,0.019981144363863335,-0.00019981663563317653,0.0
2024-06-07,BEL,271.12574383899477,281.56506240783045,265.8813528437165,280.229248046875,60109827,57.03164452929373,240.98921997070312,0.0348987405356469,3.107260037236486,0.020539931466807104,59.25957616223421,0.0,0.0011069744698637418,-0.0002647818881917896,-0.0011152197300303701,0.0
2024-06-10,BEL,285.8694289470299,288.9369159434535,278.15126313436906,280.4271240234375,42363741,57.09688958867159,242.68919799804686,0.0007061217840094169,0.06524505937785818,-0.0013289382574128705,58.77606388657169,0.0,0.00065295760363826,0.029259885081295955,0.0025808546645145203,0.0
2024-06-11,BEL,283.9893803737646,287.4526655002739,282.35669485361444,283.1977844238281,32269277,58.05724234959856,244.40698791503905,0.009880144119579048,0.9603527609269733,0.0002429314342191624,58.842085841506574,0.0,2.6305862279585313e-05,0.0020581896900713215,0.0027103813151374556,0.0
2024-06-12,BEL,284.8799048428794,289.92641156142423,283.04930541981105,287.45263671875,33990756,59.55450516031904,246.2088854980469,0.015024313497291164,1.4972628107204784,0.002497312914139238,59.55928078222463,0.0,0.0008021250193406271,0.007702162546450841,0.008503672791998707,0.0
2024-06-13,BEL,290.81699060885035,299.8215378851551,284.0388408910987,297.7435607910156,49511492,62.99525458719809,248.17603149414066,0.03580041633896891,3.4407494268790515,0.0032564994745150067,60.52761042914334,0.0,-0.0007476362574380113,0.0015286974086883287,0.0023446558536817097,0.0
2024-06-14,BEL,301.8005429881381,307.24284786169466,298.33725806860207,306.352294921875,67366844,65.62939924363873,250.12536590576175,0.02891325040913917,2.6341446564406397,0.0028505279152657437,61.40167549367142,0.0,-0.00014604062760759096,-0.0021623733452137417,-0.000393860697500914,0.0
2024-06-18,BEL,309.71660250224005,317.6326817994219,308.9744700681292,314.9115295410156,64859245,68.0635587811605,252.04996215820316,0.027939188839187112,2.434159537521765,0.003933450786960613,61.40167549367142,0.0,-0.0004991187349230319,0.015436298213678867,0.0025213273947457537,0.0
2024-06-19,BEL,316.5442315844135,316.5442315844135,300.90998622526297,306.055419921875,58698689,63.085243096931876,253.7875411987305,-0.028122532166568903,-4.978315684228619,-0.0017786131162043084,60.35309620896552,0.0,-0.0016285645061738796,0.0,0.0,0.0
2024-06-20,BEL,306.5501664033593,310.0629447981744,299.0793784579944,308.6281433105469,39505506,63.911046861787916,255.60032287597662,0.008406070342843686,0.8258037648560403,0.0021687361796223215,61.11224911164474,0.0,0.0005445639233492283,0.007355626779034674,-0.0025259318472709014,0.0
2024-06-21,BEL,309.4197701459967,310.7061209883072,300.9099786272098,301.7510681152344,37620968,60.04431462306534,257.1924441528321,-0.022282722248024744,-3.8667322387225767,-0.00279629951309035,59.526150182581596,0.0,0.0021829234620462934,-0.017524581283925866,-0.001562130321101196,0.0
2024-06-24,BEL,301.6026156544505,308.6281422218511,294.32974180111944,306.5007019042969,39139609,61.76488182766699,258.8983587646485,0.01574023853081674,1.7205672046016502,0.00156375661610908,60.14732454787801,0.0,-0.0004677021333331366,0.011148195950211992,-0.003065171894990004,0.0
2024-06-25,BEL,307.63862669029174,311.64615996654527,305.9564779524049,306.45123291015625,29124110,61.735063547347046,260.51224945068367,-0.00016139928500413792,-0.029818280319943824,0.007793879853915442,63.1848079256549,0.0,-0.0012217987448578382,-0.009800262762226009,0.003933590015736899,0.0
2024-06-26,BEL,306.74811516539114,308.23238023877207,302.6416545018606,303.63116455078125,24238007,59.958014317725045,262.05786468505863,-0.00920233974128526,-1.7770492296220013,0.006218040121837909,65.4640184643462,0.0,-0.0005488457145699233,0.000866011298261915,0.0015724312002203256,0.0
2024-06-27,BEL,302.8890081257093,304.9174914870332,298.04041530788925,301.3057861328125,39996580,58.46359738586711,263.46296875,-0.0076585630510264124,-1.4944169318579341,0.007361040898544724,68.00500256085093,0.0,0.001987685714437193,0.010383143659421501,0.0009073212238914774,0.0
